alpaca_symbol,security_name,exchange,ETF,Test Issue,qlib_symbol,universe_snapshot_source
HVII,Hennessy Capital Investment Corp. VII - Ordinary Shares,NASDAQ,N,N,HVII,Nasdaq Trader Symbol Directory
HVMC,Highview Merger Corp. - Class A Ordinary Share,NASDAQ,N,N,HVMC,Nasdaq Trader Symbol Directory
HVT,"Haverty Furniture Companies, Inc. Common Stock",NYSE,N,N,HVT,Nasdaq Trader Symbol Directory
HVT.A,"Haverty Furniture Companies, Inc. Common Stock",NYSE,N,N,HVT_A,Nasdaq Trader Symbol Directory
HWBK,"Hawthorn Bancshares, Inc. - Common Stock",NASDAQ,N,N,HWBK,Nasdaq Trader Symbol Directory
HWC,Hancock Whitney Corporation - Common Stock,NASDAQ,N,N,HWC,Nasdaq Trader Symbol Directory
HWCPZ,Hancock Whitney Corporation - 6.25% Subordinated Notes due 2060,NASDAQ,N,N,HWCPZ,Nasdaq Trader Symbol Directory
HWH,HWH International Inc. - Common Stock,NASDAQ,N,N,HWH,Nasdaq Trader Symbol Directory
HWKN,"Hawkins, Inc. - Common Stock",NASDAQ,N,N,HWKN,Nasdaq Trader Symbol Directory
HWM,Howmet Aerospace Inc. Common Stock,NYSE,N,N,HWM,Nasdaq Trader Symbol Directory
HXHX,Haoxin Holdings Limited - Class A Ordinary Shares,NASDAQ,N,N,HXHX,Nasdaq Trader Symbol Directory
HXL,Hexcel Corporation Common Stock,NYSE,N,N,HXL,Nasdaq Trader Symbol Directory
HY,"Hyster-Yale, Inc. Class A common stock",NYSE,N,N,HY,Nasdaq Trader Symbol Directory
HYFM,"Hydrofarm Holdings Group, Inc. - Common Stock",NASDAQ,N,N,HYFM,Nasdaq Trader Symbol Directory
HYFT,MindWalk Holdings Corp. - Common Stock,NASDAQ,N,N,HYFT,Nasdaq Trader Symbol Directory
HYI,Western Asset High Yield Opportunity Fund Inc. Common Stock,NYSE,N,N,HYI,Nasdaq Trader Symbol Directory
HYLN,Hyliion Holdings Corp. Class A Common Stock,NYSE American,N,N,HYLN,Nasdaq Trader Symbol Directory
HYMC,Hycroft Mining Holding Corporation - Class A Common Stock,NASDAQ,N,N,HYMC,Nasdaq Trader Symbol Directory
HYNE,"Hoyne Bancorp, Inc. - Common Stock",NASDAQ,N,N,HYNE,Nasdaq Trader Symbol Directory
HYPD,"Hyperion DeFi, Inc. - Common Stock",NASDAQ,N,N,HYPD,Nasdaq Trader Symbol Directory
HYPR,"Hyperfine, Inc.  - Class A Common Stock",NASDAQ,N,N,HYPR,Nasdaq Trader Symbol Directory
HYT,"Blackrock Corporate High Yield Fund, Inc. Common Stock",NYSE,N,N,HYT,Nasdaq Trader Symbol Directory
HZO,"MarineMax, Inc.  (FL) Common Stock",NYSE,N,N,HZO,Nasdaq Trader Symbol Directory
IA,"Innovative Solutions and Support, Inc. - Common Stock",NASDAQ,N,N,IA,Nasdaq Trader Symbol Directory
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,NYSE,N,N,IAE,Nasdaq Trader Symbol Directory
IAF,"abrdn Australia Equity Fund, Inc. Common Stock",NYSE American,N,N,IAF,Nasdaq Trader Symbol Directory
IAG,Iamgold Corporation Ordinary Shares,NYSE,N,N,IAG,Nasdaq Trader Symbol Directory
IART,Integra LifeSciences Holdings Corporation - Common Stock,NASDAQ,N,N,IART,Nasdaq Trader Symbol Directory
IAUX,i-80 Gold Corp. Common Shares,NYSE American,N,N,IAUX,Nasdaq Trader Symbol Directory
IBCP,Independent Bank Corporation - Common Stock,NASDAQ,N,N,IBCP,Nasdaq Trader Symbol Directory
IBEX,IBEX Limited - Common Share,NASDAQ,N,N,IBEX,Nasdaq Trader Symbol Directory
IBG,Innovation Beverage Group Limited - Ordinary Shares,NASDAQ,N,N,IBG,Nasdaq Trader Symbol Directory
IBIO,"iBio, Inc. - Common Stock",NASDAQ,N,N,IBIO,Nasdaq Trader Symbol Directory
IBKR,"Interactive Brokers Group, Inc. - Class A Common Stock",NASDAQ,N,N,IBKR,Nasdaq Trader Symbol Directory
IBM,International Business Machines Corporation Common Stock,NYSE,N,N,IBM,Nasdaq Trader Symbol Directory
IBN,ICICI Bank Limited Common Stock,NYSE,N,N,IBN,Nasdaq Trader Symbol Directory
IBO,"Impact BioMedical, Inc. Common Stock",NYSE American,N,N,IBO,Nasdaq Trader Symbol Directory
IBOC,International Bancshares Corporation - Common Stock,NASDAQ,N,N,IBOC,Nasdaq Trader Symbol Directory
IBP,"Installed Building Products, Inc. Common Stock",NYSE,N,N,IBP,Nasdaq Trader Symbol Directory
IBRX,"ImmunityBio, Inc. - Common Stock",NASDAQ,N,N,IBRX,Nasdaq Trader Symbol Directory
IBTA,"Ibotta, Inc. Class A Common Stock",NYSE,N,N,IBTA,Nasdaq Trader Symbol Directory
ICCC,ImmuCell Corporation - Common Stock,NASDAQ,N,N,ICCC,Nasdaq Trader Symbol Directory
ICCM,IceCure Medical Ltd. - Ordinary Shares,NASDAQ,N,N,ICCM,Nasdaq Trader Symbol Directory
ICE,Intercontinental Exchange Inc. Common Stock,NYSE,N,N,ICE,Nasdaq Trader Symbol Directory
ICFI,"ICF International, Inc. - Common Stock",NASDAQ,N,N,ICFI,Nasdaq Trader Symbol Directory
ICHR,Ichor Holdings - Ordinary Shares,NASDAQ,N,N,ICHR,Nasdaq Trader Symbol Directory
ICL,ICL Group Ltd. Ordinary Shares,NYSE,N,N,ICL,Nasdaq Trader Symbol Directory
ICLR,ICON plc - Ordinary Shares,NASDAQ,N,N,ICLR,Nasdaq Trader Symbol Directory
ICMB,"Investcorp Credit Management BDC, Inc. - Common Stock",NASDAQ,N,N,ICMB,Nasdaq Trader Symbol Directory
ICON,Icon Energy Corp. - Common stock,NASDAQ,N,N,ICON,Nasdaq Trader Symbol Directory
ICU,SeaStar Medical Holding Corporation - Common Stock,NASDAQ,N,N,ICU,Nasdaq Trader Symbol Directory
ICUI,"ICU Medical, Inc. - Common Stock",NASDAQ,N,N,ICUI,Nasdaq Trader Symbol Directory
IDA,"IDACORP, Inc. Common Stock",NYSE,N,N,IDA,Nasdaq Trader Symbol Directory
IDAC,Iron Dome Acquisition I Corp. - Class A Ordinary Shares,NASDAQ,N,N,IDAC,Nasdaq Trader Symbol Directory
IDAI,T Stamp Inc. - Class A Common Stock,NASDAQ,N,N,IDAI,Nasdaq Trader Symbol Directory
IDCC,"InterDigital, Inc. - Common Stock",NASDAQ,N,N,IDCC,Nasdaq Trader Symbol Directory
IDE,"Voya Infrastructure, Industrials and Materials Fund Common Shares of Beneficial Interest",NYSE,N,N,IDE,Nasdaq Trader Symbol Directory
IDN,"Intellicheck, Inc. - Common Stock",NASDAQ,N,N,IDN,Nasdaq Trader Symbol Directory
IDR,"Idaho Strategic Resources, Inc. Common Stock",NYSE American,N,N,IDR,Nasdaq Trader Symbol Directory
IDT,IDT Corporation Class B Common Stock,NYSE,N,N,IDT,Nasdaq Trader Symbol Directory
IDXX,"IDEXX Laboratories, Inc. - Common Stock",NASDAQ,N,N,IDXX,Nasdaq Trader Symbol Directory
IDYA,"IDEAYA Biosciences, Inc. - Common Stock",NASDAQ,N,N,IDYA,Nasdaq Trader Symbol Directory
IE,Ivanhoe Electric Inc. Common Stock,NYSE American,N,N,IE,Nasdaq Trader Symbol Directory
IESC,"IES Holdings, Inc. - Common Stock",NASDAQ,N,N,IESC,Nasdaq Trader Symbol Directory
IEX,IDEX Corporation Common Stock,NYSE,N,N,IEX,Nasdaq Trader Symbol Directory
IFBD,"Infobird Co., Ltd - Ordinary Shares",NASDAQ,N,N,IFBD,Nasdaq Trader Symbol Directory
IFF,"International Flavors & Fragrances, Inc. Common Stock",NYSE,N,N,IFF,Nasdaq Trader Symbol Directory
IFN,"Aberdeen India Fund, Inc. Common Stock",NYSE,N,N,IFN,Nasdaq Trader Symbol Directory
IFRX,InflaRx N.V. - Common Stock,NASDAQ,N,N,IFRX,Nasdaq Trader Symbol Directory
IFS,Intercorp Financial Services Inc. Common Shares,NYSE,N,N,IFS,Nasdaq Trader Symbol Directory
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,NYSE,N,N,IGA,Nasdaq Trader Symbol Directory
IGC,"IGC Pharma, Inc. Common Stock",NYSE American,N,N,IGC,Nasdaq Trader Symbol Directory
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,NYSE,N,N,IGD,Nasdaq Trader Symbol Directory
IGI,Western Asset Investment Grade Opportunity Trust Inc. Common Stock,NYSE,N,N,IGI,Nasdaq Trader Symbol Directory
IGIC,International General Insurance Holdings Ltd. - Ordinary Shares,NASDAQ,N,N,IGIC,Nasdaq Trader Symbol Directory
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,NYSE,N,N,IGR,Nasdaq Trader Symbol Directory
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,NYSE,N,N,IHD,Nasdaq Trader Symbol Directory
IHRT,"iHeartMedia, Inc. - Class A Common Stock",NASDAQ,N,N,IHRT,Nasdaq Trader Symbol Directory
IHS,IHS Holding Limited Ordinary Shares,NYSE,N,N,IHS,Nasdaq Trader Symbol Directory
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,NYSE American,N,N,IHT,Nasdaq Trader Symbol Directory
IIF,"Morgan Stanley India Investment Fund, Inc. Common Stock",NYSE,N,N,IIF,Nasdaq Trader Symbol Directory
III,"Information Services Group, Inc. - Common Stock",NASDAQ,N,N,III,Nasdaq Trader Symbol Directory
IIIN,"Insteel Industries, Inc. Common Stock",NYSE,N,N,IIIN,Nasdaq Trader Symbol Directory
IIIV,"i3 Verticals, Inc. - Common Stock",NASDAQ,N,N,IIIV,Nasdaq Trader Symbol Directory
IIM,Invesco Value Municipal Income Trust Common Stock,NYSE,N,N,IIM,Nasdaq Trader Symbol Directory
IIPR,"Innovative Industrial Properties, Inc. Common Stock",NYSE,N,N,IIPR,Nasdaq Trader Symbol Directory
IKT,"Inhibikase Therapeutics, Inc. - Common Stock",NASDAQ,N,N,IKT,Nasdaq Trader Symbol Directory
ILAG,Intelligent Living Application Group Inc. - Ordinary Shares,NASDAQ,N,N,ILAG,Nasdaq Trader Symbol Directory
ILLR,Triller Group Inc. - Common Stock,NASDAQ,N,N,ILLR,Nasdaq Trader Symbol Directory
ILMN,"Illumina, Inc. - Common Stock",NASDAQ,N,N,ILMN,Nasdaq Trader Symbol Directory
ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,NASDAQ,N,N,ILPT,Nasdaq Trader Symbol Directory
IMA,"ImageneBio, Inc. - Common Stock",NASDAQ,N,N,IMA,Nasdaq Trader Symbol Directory
IMAX,Imax Corporation Common Stock,NYSE,N,N,IMAX,Nasdaq Trader Symbol Directory
IMC,IMC Rare Earths Ltd Ordinary Shares,NYSE American,N,N,IMC,Nasdaq Trader Symbol Directory
IMCC,IM Cannabis Corp. - Common Shares,NASDAQ,N,N,IMCC,Nasdaq Trader Symbol Directory
IMDX,Insight Molecular Diagnostics Inc. - Common Stock,NASDAQ,N,N,IMDX,Nasdaq Trader Symbol Directory
IMKTA,"Ingles Markets, Incorporated - Class A Common Stock",NASDAQ,N,N,IMKTA,Nasdaq Trader Symbol Directory
IMMR,Immersion Corporation - Common Stock,NASDAQ,N,N,IMMR,Nasdaq Trader Symbol Directory
IMMX,"Immix Biopharma, Inc. - Common Stock",NASDAQ,N,N,IMMX,Nasdaq Trader Symbol Directory
IMNM,"Immunome, Inc. - Common Stock",NASDAQ,N,N,IMNM,Nasdaq Trader Symbol Directory
IMNN,"Imunon, Inc. - Common Stock",NASDAQ,N,N,IMNN,Nasdaq Trader Symbol Directory
IMO,Imperial Oil Limited Common Stock,NYSE American,N,N,IMO,Nasdaq Trader Symbol Directory
IMPP,Imperial Petroleum Inc. - Common Shares,NASDAQ,N,N,IMPP,Nasdaq Trader Symbol Directory
IMRX,Immuneering Corporation - Class A Common Stock,NASDAQ,N,N,IMRX,Nasdaq Trader Symbol Directory
IMSR,Terrestrial Energy Inc. - Common Stock,NASDAQ,N,N,IMSR,Nasdaq Trader Symbol Directory
IMTE,Integrated Media Technology Limited - Ordinary Shares,NASDAQ,N,N,IMTE,Nasdaq Trader Symbol Directory
IMTX,Immatics N.V. - Ordinary Shares,NASDAQ,N,N,IMTX,Nasdaq Trader Symbol Directory
IMUX,"Immunic, Inc.  - Common Stock",NASDAQ,N,N,IMUX,Nasdaq Trader Symbol Directory
IMVT,"Immunovant, Inc.  - Common Stock",NASDAQ,N,N,IMVT,Nasdaq Trader Symbol Directory
IMXI,"International Money Express, Inc. - Common Stock",NASDAQ,N,N,IMXI,Nasdaq Trader Symbol Directory
INAB,"IN8bio, Inc. - Common Stock",NASDAQ,N,N,INAB,Nasdaq Trader Symbol Directory
INBK,First Internet Bancorp - Common Stock,NASDAQ,N,N,INBK,Nasdaq Trader Symbol Directory
INBKZ,First Internet Bancorp - Fixed-to-Floating Rate Subordinated Notes Due 2029,NASDAQ,N,N,INBKZ,Nasdaq Trader Symbol Directory
INBS,Intelligent Bio Solutions Inc.  - Common Stock,NASDAQ,N,N,INBS,Nasdaq Trader Symbol Directory
INBX,"Inhibrx Biosciences, Inc. - Common Stock",NASDAQ,N,N,INBX,Nasdaq Trader Symbol Directory
INCR,Intercure Ltd. - ordinary shares,NASDAQ,N,N,INCR,Nasdaq Trader Symbol Directory
INCY,Incyte Corporation - Common Stock,NASDAQ,N,N,INCY,Nasdaq Trader Symbol Directory
INDB,Independent Bank Corp. - Common Stock,NASDAQ,N,N,INDB,Nasdaq Trader Symbol Directory
INDI,"indie Semiconductor, Inc. - Class A Common Stock",NASDAQ,N,N,INDI,Nasdaq Trader Symbol Directory
INDO,Indonesia Energy Corporation Limited Ordinary Shares,NYSE American,N,N,INDO,Nasdaq Trader Symbol Directory
INDP,"Indaptus Therapeutics, Inc. - Common Stock",NASDAQ,N,N,INDP,Nasdaq Trader Symbol Directory
INDV,"Indivior Pharmaceuticals, Inc.  - Common Stock",NASDAQ,N,N,INDV,Nasdaq Trader Symbol Directory
INEO,INNEOVA Holdings Limited - Class A Ordinary Shares,NASDAQ,N,N,INEO,Nasdaq Trader Symbol Directory
INFQ,"Infleqtion, Inc. Common Stock",NYSE,N,N,INFQ,Nasdaq Trader Symbol Directory
INFU,"InfuSystems Holdings, Inc. Common Stock",NYSE American,N,N,INFU,Nasdaq Trader Symbol Directory
ING,"ING Group, N.V. Common Stock",NYSE,N,N,ING,Nasdaq Trader Symbol Directory
INGM,Ingram Micro Holding Corporation Common Stock,NYSE,N,N,INGM,Nasdaq Trader Symbol Directory
INGN,"Inogen, Inc - Common Stock",NASDAQ,N,N,INGN,Nasdaq Trader Symbol Directory
INGR,Ingredion Incorporated Common Stock,NYSE,N,N,INGR,Nasdaq Trader Symbol Directory
INHD,Inno Holdings Inc. - Common Stock,NASDAQ,N,N,INHD,Nasdaq Trader Symbol Directory
INIO,INNIO N.V. - Ordinary Shares,NASDAQ,N,N,INIO,Nasdaq Trader Symbol Directory
INKT,"MiNK Therapeutics, Inc. - Common Stock",NASDAQ,N,N,INKT,Nasdaq Trader Symbol Directory
INLF,INLIF LIMITED - Class A Ordinary shares,NASDAQ,N,N,INLF,Nasdaq Trader Symbol Directory
INLX,"Intellinetics, Inc. Common Stock",NYSE American,N,N,INLX,Nasdaq Trader Symbol Directory
INM,InMed Pharmaceuticals Inc. - Common Shares,NASDAQ,N,N,INM,Nasdaq Trader Symbol Directory
INMB,INmune Bio Inc. - Common stock,NASDAQ,N,N,INMB,Nasdaq Trader Symbol Directory
INMD,InMode Ltd.  - Ordinary Shares,NASDAQ,N,N,INMD,Nasdaq Trader Symbol Directory
INN,"Summit Hotel Properties, Inc. Common Stock",NYSE,N,N,INN,Nasdaq Trader Symbol Directory
INNV,InnovAge Holding Corp. - Common Stock,NASDAQ,N,N,INNV,Nasdaq Trader Symbol Directory
INO,"Inovio Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,INO,Nasdaq Trader Symbol Directory
INOD,Innodata Inc. - Common Stock,NASDAQ,N,N,INOD,Nasdaq Trader Symbol Directory
INR,"Infinity Natural Resources, Inc. Class A Common Stock",NYSE,N,N,INR,Nasdaq Trader Symbol Directory
INSE,"Inspired Entertainment, Inc. - Common Stock",NASDAQ,N,N,INSE,Nasdaq Trader Symbol Directory
INSG,Inseego Corp. - Common Stock,NASDAQ,N,N,INSG,Nasdaq Trader Symbol Directory
INSM,Insmed Incorporated - Common Stock,NASDAQ,N,N,INSM,Nasdaq Trader Symbol Directory
INSP,"Inspire Medical Systems, Inc. Common Stock",NYSE,N,N,INSP,Nasdaq Trader Symbol Directory
INSW,"International Seaways, Inc. Common Stock ",NYSE,N,N,INSW,Nasdaq Trader Symbol Directory
INTA,"Intapp, Inc. - Common Stock",NASDAQ,N,N,INTA,Nasdaq Trader Symbol Directory
INTC,Intel Corporation - Common Stock,NASDAQ,N,N,INTC,Nasdaq Trader Symbol Directory
INTG,The Intergroup Corporation - Common Stock,NASDAQ,N,N,INTG,Nasdaq Trader Symbol Directory
INTJ,Intelligent Group Limited - Class A Ordinary Shares,NASDAQ,N,N,INTJ,Nasdaq Trader Symbol Directory
INTR,Inter & Co. Inc. - Class A Common Shares,NASDAQ,N,N,INTR,Nasdaq Trader Symbol Directory
INTS,"Intensity Therapeutics, Inc. - Common Stock",NASDAQ,N,N,INTS,Nasdaq Trader Symbol Directory
INTT,inTest Corporation Common Stock,NYSE American,N,N,INTT,Nasdaq Trader Symbol Directory
INTU,Intuit Inc. - Common Stock,NASDAQ,N,N,INTU,Nasdaq Trader Symbol Directory
INTZ,Intrusion Inc. - Common Stock,NASDAQ,N,N,INTZ,Nasdaq Trader Symbol Directory
INUV,"Inuvo, Inc.",NYSE American,N,N,INUV,Nasdaq Trader Symbol Directory
INV,"Innventure, Inc. - Common Stock",NASDAQ,N,N,INV,Nasdaq Trader Symbol Directory
INVA,"Innoviva, Inc. - Common Stock",NASDAQ,N,N,INVA,Nasdaq Trader Symbol Directory
INVE,"Identiv, Inc. - Common Stock",NASDAQ,N,N,INVE,Nasdaq Trader Symbol Directory
INVH,Invitation Homes Inc. Common Stock,NYSE,N,N,INVH,Nasdaq Trader Symbol Directory
INVX,"Innovex International, Inc. Common Stock",NYSE,N,N,INVX,Nasdaq Trader Symbol Directory
INVZ,Innoviz Technologies Ltd. - Ordinary shares,NASDAQ,N,N,INVZ,Nasdaq Trader Symbol Directory
IOND,Ionic Digital Inc. - Class A Common Stock,NASDAQ,N,N,IOND,Nasdaq Trader Symbol Directory
IONQ,"IonQ, Inc. Common Stock",NYSE,N,N,IONQ,Nasdaq Trader Symbol Directory
IONS,"Ionis Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,IONS,Nasdaq Trader Symbol Directory
IOR,"Income Opportunity Realty Investors, Inc. Common Stock",NYSE American,N,N,IOR,Nasdaq Trader Symbol Directory
IOSP,Innospec Inc. - Common Stock,NASDAQ,N,N,IOSP,Nasdaq Trader Symbol Directory
IOT,Samsara Inc. Class A Common Stock,NYSE,N,N,IOT,Nasdaq Trader Symbol Directory
IOTR,iOThree Limited - Ordinary Shares,NASDAQ,N,N,IOTR,Nasdaq Trader Symbol Directory
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",NASDAQ,N,N,IOVA,Nasdaq Trader Symbol Directory
IP,International Paper Company Common Stock,NYSE,N,N,IP,Nasdaq Trader Symbol Directory
IPAR,"Interparfums, Inc. - Common Stock",NASDAQ,N,N,IPAR,Nasdaq Trader Symbol Directory
IPDN,"Professional Diversity Network, Inc. - Common Stock",NASDAQ,N,N,IPDN,Nasdaq Trader Symbol Directory
IPGP,IPG Photonics Corporation - Common Stock,NASDAQ,N,N,IPGP,Nasdaq Trader Symbol Directory
IPI,"Intrepid Potash, Inc Common Stock",NYSE,N,N,IPI,Nasdaq Trader Symbol Directory
IPM,Intelligent Protection Management Corp.  - Common Stock,NASDAQ,N,N,IPM,Nasdaq Trader Symbol Directory
IPSC,"Century Therapeutics, Inc. - Common Stock",NASDAQ,N,N,IPSC,Nasdaq Trader Symbol Directory
IPST,"IP Strategy Holdings, Inc. - Common Stock",NASDAQ,N,N,IPST,Nasdaq Trader Symbol Directory
IPVV,"InterPrivate Investment Partners V, Inc. - Class A Ordinary Shares",NASDAQ,N,N,IPVV,Nasdaq Trader Symbol Directory
IPW,iPower Inc. - Common Stock,NASDAQ,N,N,IPW,Nasdaq Trader Symbol Directory
IPWR,Ideal Power Inc. - Common Stock,NASDAQ,N,N,IPWR,Nasdaq Trader Symbol Directory
IQI,Invesco Quality Municipal Income Trust Common Stock,NYSE,N,N,IQI,Nasdaq Trader Symbol Directory
IQST,iQSTEL Inc. - Common Stock,NASDAQ,N,N,IQST,Nasdaq Trader Symbol Directory
IQV,"IQVIA Holdings, Inc. Common Stock",NYSE,N,N,IQV,Nasdaq Trader Symbol Directory
IR,Ingersoll Rand Inc. Common Stock,NYSE,N,N,IR,Nasdaq Trader Symbol Directory
IRD,"Opus Genetics, Inc. - Common Stock",NASDAQ,N,N,IRD,Nasdaq Trader Symbol Directory
IRDM,Iridium Communications Inc - Common Stock,NASDAQ,N,N,IRDM,Nasdaq Trader Symbol Directory
IREN,IREN Limited - Ordinary Shares,NASDAQ,N,N,IREN,Nasdaq Trader Symbol Directory
IRHO,Iron Horse Acquisitions II Corp. - Common Stock,NASDAQ,N,N,IRHO,Nasdaq Trader Symbol Directory
IRIX,IRIDEX Corporation - Common Stock,NASDAQ,N,N,IRIX,Nasdaq Trader Symbol Directory
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,NYSE,N,N,IRM,Nasdaq Trader Symbol Directory
IRMD,iRadimed Corporation - Common Stock,NASDAQ,N,N,IRMD,Nasdaq Trader Symbol Directory
IRON,"Disc Medicine, Inc. - Common Stock",NASDAQ,N,N,IRON,Nasdaq Trader Symbol Directory
IRT,"Independence Realty Trust, Inc. Common Stock",NYSE,N,N,IRT,Nasdaq Trader Symbol Directory
IRTC,"iRhythm Holdings, Inc.  - Common Stock",NASDAQ,N,N,IRTC,Nasdaq Trader Symbol Directory
IRWD,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,N,N,IRWD,Nasdaq Trader Symbol Directory
ISBA,Isabella Bank Corporation - Common stock,NASDAQ,N,N,ISBA,Nasdaq Trader Symbol Directory
ISD,"PGIM High Yield Bond Fund, Inc.",NYSE,N,N,ISD,Nasdaq Trader Symbol Directory
ISOU,IsoEnergy Ltd. Common Shares,NYSE American,N,N,ISOU,Nasdaq Trader Symbol Directory
ISPC,iSpecimen Inc. - Common Stock,NASDAQ,N,N,ISPC,Nasdaq Trader Symbol Directory
ISPR,Ispire Technology Inc. - Common Stock,NASDAQ,N,N,ISPR,Nasdaq Trader Symbol Directory
ISRG,"Intuitive Surgical, Inc. - Common Stock",NASDAQ,N,N,ISRG,Nasdaq Trader Symbol Directory
ISTR,Investar Holding Corporation - Common Stock,NASDAQ,N,N,ISTR,Nasdaq Trader Symbol Directory
IT,"Gartner, Inc. Common Stock",NYSE,N,N,IT,Nasdaq Trader Symbol Directory
ITG,"ITG, Inc. - Class A Common Stock",NASDAQ,N,N,ITG,Nasdaq Trader Symbol Directory
ITGR,Integer Holdings Corporation Common Stock,NYSE,N,N,ITGR,Nasdaq Trader Symbol Directory
ITIC,Investors Title Company - Common Stock,NASDAQ,N,N,ITIC,Nasdaq Trader Symbol Directory
ITOC,iTonic Holdings Ltd - Class A Ordinary Shares,NASDAQ,N,N,ITOC,Nasdaq Trader Symbol Directory
ITP,"IT Tech Packaging, Inc. Common Stock",NYSE American,N,N,ITP,Nasdaq Trader Symbol Directory
ITRG,Integra Resources Corp. Common Shares,NYSE American,N,N,ITRG,Nasdaq Trader Symbol Directory
ITRI,"Itron, Inc. - Common Stock",NASDAQ,N,N,ITRI,Nasdaq Trader Symbol Directory
ITRN,Ituran Location and Control Ltd. - Ordinary Shares,NASDAQ,N,N,ITRN,Nasdaq Trader Symbol Directory
ITT,ITT Inc. Common Stock ,NYSE,N,N,ITT,Nasdaq Trader Symbol Directory
ITW,Illinois Tool Works Inc. Common Stock,NYSE,N,N,ITW,Nasdaq Trader Symbol Directory
IVA,Inventiva S.A. - American Depository Shares,NASDAQ,N,N,IVA,Nasdaq Trader Symbol Directory
IVDA,"Iveda Solutions, Inc. - Common Stock",NASDAQ,N,N,IVDA,Nasdaq Trader Symbol Directory
IVF,"INVO Fertility, Inc. - Common Stock",NASDAQ,N,N,IVF,Nasdaq Trader Symbol Directory
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,NYSE,N,N,IVR,Nasdaq Trader Symbol Directory
IVT,InvenTrust Properties Corp. Common Stock,NYSE,N,N,IVT,Nasdaq Trader Symbol Directory
IVVD,"Invivyd, Inc. - Common Stock",NASDAQ,N,N,IVVD,Nasdaq Trader Symbol Directory
IVZ,Invesco Ltd Common Stock,NYSE,N,N,IVZ,Nasdaq Trader Symbol Directory
IXHL,Incannex Healthcare Inc. - Common Stock,NASDAQ,N,N,IXHL,Nasdaq Trader Symbol Directory
IZEA,"IZEA Worldwide, Inc. - Common Stock",NASDAQ,N,N,IZEA,Nasdaq Trader Symbol Directory
IZM,ICZOOM Group Inc. - Class A Ordinary Shares,NASDAQ,N,N,IZM,Nasdaq Trader Symbol Directory
J,Jacobs Solutions Inc. Common Stock,NYSE,N,N,J,Nasdaq Trader Symbol Directory
JACK,Jack In The Box Inc. - Common Stock,NASDAQ,N,N,JACK,Nasdaq Trader Symbol Directory
JACS,Jackson Acquisition Company II Class A Ordinary Shares,NYSE,N,N,JACS,Nasdaq Trader Symbol Directory
JAGU,Jaguar Uranium Corp. Class A Common Shares,NYSE American,N,N,JAGU,Nasdaq Trader Symbol Directory
JAGX,"Jaguar Health, Inc. - Common Stock",NASDAQ,N,N,JAGX,Nasdaq Trader Symbol Directory
JAKK,"JAKKS Pacific, Inc. - Common Stock",NASDAQ,N,N,JAKK,Nasdaq Trader Symbol Directory
JAN,"Janus Living, Inc. Class A-1 Common Stock",NYSE,N,N,JAN,Nasdaq Trader Symbol Directory
JANX,"Janux Therapeutics, Inc. - Common Stock",NASDAQ,N,N,JANX,Nasdaq Trader Symbol Directory
JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,NASDAQ,N,N,JAZZ,Nasdaq Trader Symbol Directory
JBDI,JBDI Holdings Limited - Ordinary Shares,NASDAQ,N,N,JBDI,Nasdaq Trader Symbol Directory
JBGS,JBG SMITH Properties Common Shares ,NYSE,N,N,JBGS,Nasdaq Trader Symbol Directory
JBHT,"J.B. Hunt Transport Services, Inc. - Common Stock",NASDAQ,N,N,JBHT,Nasdaq Trader Symbol Directory
JBI,"Janus International Group, Inc. Common Stock",NYSE,N,N,JBI,Nasdaq Trader Symbol Directory
JBIO,"Jade Biosciences, Inc. - Common Stock",NASDAQ,N,N,JBIO,Nasdaq Trader Symbol Directory
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,NYSE,N,N,JBK,Nasdaq Trader Symbol Directory
JBL,Jabil Inc. Common Stock,NYSE,N,N,JBL,Nasdaq Trader Symbol Directory
JBLU,JetBlue Airways Corporation - Common Stock,NASDAQ,N,N,JBLU,Nasdaq Trader Symbol Directory
JBS,JBS N.V. Class A Common Shares,NYSE,N,N,JBS,Nasdaq Trader Symbol Directory
JBSS,"John B. Sanfilippo & Son, Inc. - Common Stock",NASDAQ,N,N,JBSS,Nasdaq Trader Symbol Directory
JBTM,JBT Marel Corporation Common Stock,NYSE,N,N,JBTM,Nasdaq Trader Symbol Directory
